calculate_SNR_per_band
vgosDB: data/
TIMETAG: 2023/07/06 17:53:17 UTC

YMDHM 	SECOND 	SOURCE 	BASELINE 	SNR_A 	SNR_B 	SNR_C 	SNR_D
20/12/23-06:02 	50.0 	0642+449 	GGAO12M/WETTZ13S 	114.83372680043252 	74.28195196155707 	50.39915238202663 	42.657194086832405
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/MACGO12M 	60.07044117668413 	29.832358295996617 	20.975015657226358 	14.496421368598186
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/ONSA13NE 	25.033367929273513 	20.4934796426285 	22.448059342036 	30.230111907500905
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/ONSA13SW 	30.77950698632095 	27.686775043854357 	27.998441002272134 	35.61253463716769
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/RAEGYEB 	7.284467244814388 	20.87572336658049 	14.219075058965265 	25.534998822034876
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/WESTFORD 	57.531011187628465 	4.55595207556318 	19.933257941300383 	17.62898249352652
20/12/23-06:02 	50.0 	0642+449 	KOKEE12M/WETTZ13S 	32.192039068972775 	33.90889092094685 	26.843994204296767 	33.850548903189384
20/12/23-06:02 	50.0 	0642+449 	MACGO12M/ONSA13NE 	45.964524232489545 	6.5363714626012 	4.302454488338305 	19.029923815920498
20/12/23-06:02 	50.0 	0642+449 	MACGO12M/ONSA13SW 	46.995411005609306 	9.998589698421394 	5.716928086663989 	21.53035081371755
20/12/23-06:02 	50.0 	0642+449 	MACGO12M/RAEGYEB 	22.185810784336773 	1.5938245360086387 	15.69031198045375 	16.288251973170944
20/12/23-06:02 	50.0 	0642+449 	MACGO12M/WESTFORD 	60.3435593782741 	27.944111638601292 	25.85540381864388 	11.121731518859455
20/12/23-06:02 	50.0 	0642+449 	MACGO12M/WETTZ13S 	63.29892125825483 	1.7799971233880176 	14.089782926556987 	21.59013847654842
20/12/23-06:02 	50.0 	0642+449 	ONSA13NE/RAEGYEB 	48.514770436265465 	51.41931707939671 	102.68205784541817 	82.27776278580349
20/12/23-06:02 	50.0 	0642+449 	ONSA13NE/WESTFORD 	83.01658110189057 	44.122119118370684 	46.24946823023445 	20.71057602683618
20/12/23-06:02 	50.0 	0642+449 	ONSA13NE/WETTZ13S 	146.81480343816753 	113.67713929006872 	142.7103918591364 	109.95070553867048
20/12/23-06:02 	50.0 	0642+449 	ONSA13SW/RAEGYEB 	62.78746321610574 	80.78926034312074 	118.89263010834262 	94.83944713610556
20/12/23-06:02 	50.0 	0642+449 	ONSA13SW/WESTFORD 	93.96486624077625 	70.82513139397828 	60.082691159897955 	26.29795166957949
20/12/23-06:02 	50.0 	0642+449 	ONSA13SW/WETTZ13S 	153.71356942235417 	170.3005571174123 	169.39173210893244 	125.9592984937603
20/12/23-06:02 	50.0 	0642+449 	WESTFORD/RAEGYEB 	47.47677868929293 	27.125218887483182 	24.899544146859284 	28.187523273800423
20/12/23-06:02 	50.0 	0642+449 	WESTFORD/WETTZ13S 	122.30723011199555 	65.5088955130832 	47.909017515685676 	25.627814723708536
20/12/23-06:02 	50.0 	0642+449 	WETTZ13S/RAEGYEB 	92.54373031184493 	113.17472302472551 	145.46187511616392 	108.117949044844
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/ISHIOKA 	43.34647765624241 	94.13574667778536 	112.47965723571562 	104.89542236042014
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/KOKEE12M 	175.88460200189917 	207.8230881610635 	219.644626512091 	157.92486647188426
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/MACGO12M 	121.02198955756229 	134.4345739539603 	156.4180103732351 	118.54374993163184
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/ONSA13NE 	141.0017331271018 	173.3753438947933 	254.74583784630943 	215.00683293751416
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/ONSA13SW 	135.38558113853077 	257.39691213760807 	287.7564967868232 	246.2700827373419
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/RAEGYEB 	89.38522874405743 	182.56598863128085 	221.4357974890362 	194.14273785025387
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/WESTFORD 	174.3113998643164 	197.03343456110335 	222.71972770213404 	165.19301862891666
20/12/23-06:04 	21.0 	0059+581 	GGAO12M/WETTZ13S 	187.80189423872545 	284.3499613989936 	326.1792519770941 	231.99686257459433
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/KOKEE12M 	65.82111872507608 	120.97135150829764 	141.84320596913898 	130.79632616159876
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/MACGO12M 	39.639777152946145 	53.682405489214304 	63.297339847983466 	58.60282625567909
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/ONSA13NE 	59.10932526393028 	56.24570891028056 	106.9236112406293 	117.73288853446883
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/ONSA13SW 	46.446179980854076 	119.05740817462676 	131.25872458233277 	144.84679667850085
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/RAEGYEB 	24.774001609607357 	80.64029397066717 	90.07036806401767 	103.529337677261
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/WESTFORD 	58.10406903831207 	84.81166757029399 	98.44232959875973 	82.39230593168011
20/12/23-06:04 	21.0 	0059+581 	ISHIOKA/WETTZ13S 	75.53196753252814 	124.0907085405946 	140.99867553061864 	132.32248119025576
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/MACGO12M 	135.99209776674093 	129.52270961487503 	135.6086288553173 	95.65467359823003
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/ONSA13NE 	150.6683919619466 	142.71596382422732 	181.67615371305422 	152.14619782752357
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/ONSA13SW 	144.13407636006332 	206.98209305945014 	208.6292916752728 	176.3663647571336
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/RAEGYEB 	88.45016552813524 	140.23970227880676 	155.6342959238284 	138.19199821222608
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/WESTFORD 	179.52916718209315 	157.9514687056792 	161.5645936205942 	106.71057723278312
20/12/23-06:04 	21.0 	0059+581 	KOKEE12M/WETTZ13S 	196.46004318533116 	227.75224512995936 	231.99963266593588 	164.75811143533335
20/12/23-06:04 	21.0 	0059+581 	MACGO12M/ONSA13NE 	104.40071331544681 	83.21034830517665 	123.94493470017744 	96.45041905261182
20/12/23-06:04 	21.0 	0059+581 	MACGO12M/ONSA13SW 	98.02812265454652 	125.276156471184 	139.65061846593957 	113.18055686200137
20/12/23-06:04 	21.0 	0059+581 	MACGO12M/RAEGYEB 	64.76110179355318 	86.89123658716768 	104.80304250721561 	85.25177412379409
20/12/23-06:04 	21.0 	0059+581 	MACGO12M/WESTFORD 	131.55953456435367 	100.57599945888066 	110.71774447078494 	80.14327074807939
20/12/23-06:04 	21.0 	0059+581 	MACGO12M/WETTZ13S 	134.79566752736548 	136.17227034016662 	155.449607313388 	103.44669885920423
20/12/23-06:04 	21.0 	0059+581 	ONSA13NE/RAEGYEB 	113.89504639567359 	154.41899712106448 	256.60848271097996 	265.3667000311385
20/12/23-06:04 	21.0 	0059+581 	ONSA13NE/WESTFORD 	162.8491456704173 	135.43909370524028 	200.56583201879948 	160.98658863312693
20/12/23-06:04 	21.0 	0059+581 	ONSA13NE/WETTZ13S 	278.54356592183166 	271.2122666811326 	386.55743727458093 	330.6636302093831
20/12/23-06:04 	21.0 	0059+581 	ONSA13SW/RAEGYEB 	117.54810317354358 	250.14569035065963 	291.65153262578343 	308.1892489309569
20/12/23-06:04 	21.0 	0059+581 	ONSA13SW/WESTFORD 	155.07979484111772 	220.4974720889472 	242.2555156407102 	199.38118841669356
20/12/23-06:04 	21.0 	0059+581 	ONSA13SW/WETTZ13S 	253.79793533651878 	412.05575150889746 	442.68320308311587 	388.71955391108304
20/12/23-06:04 	21.0 	0059+581 	WESTFORD/RAEGYEB 	99.74019895050972 	150.45309211374288 	176.91047623511756 	144.99678692565243
20/12/23-06:04 	21.0 	0059+581 	WESTFORD/WETTZ13S 	213.49603254737272 	231.39278014191578 	254.0185295888225 	173.50245806728813
20/12/23-06:04 	21.0 	0059+581 	WETTZ13S/RAEGYEB 	166.25910302230733 	276.1532647449309 	327.49069363809997 	289.97336922968066
20/12/23-06:05 	29.0 	0322+222 	GGAO12M/ISHIOKA 	8.324921412959284 	12.696041888181554 	11.61815099843519 	3.83105264957605
20/12/23-06:05 	29.0 	0322+222 	GGAO12M/KOKEE12M 	29.036748261497152 	33.80242900404003 	32.83636163596536 	15.279319633056094
20/12/23-06:05 	29.0 	0322+222 	GGAO12M/MACGO12M 	22.832489294826193 	21.574644244653673 	22.48447742326617 	12.021853444512326
20/12/23-06:05 	29.0 	0322+222 	GGAO12M/WESTFORD 	35.33138544448257 	34.63347477615813 	34.19721413535279 	20.755185781612543
20/12/23-06:05 	29.0 	0322+222 	ISHIOKA/KOKEE12M 	15.230589362081165 	16.860371989883692 	15.671934650496825 	12.586451889053741
20/12/23-06:05 	29.0 	0322+222 	ISHIOKA/MACGO12M 	5.794841473981715 	5.239878426378326 	8.57394991055134 	3.9480329295633227
20/12/23-06:05 	29.0 	0322+222 	ISHIOKA/WESTFORD 	7.250554096090276 	9.090273988735879 	9.490058988015193 	3.784247498776865
20/12/23-06:05 	29.0 	0322+222 	KOKEE12M/MACGO12M 	23.807140554895284 	18.257432925665988 	19.050972948023986 	9.027565015784393
20/12/23-06:05 	29.0 	0322+222 	KOKEE12M/WESTFORD 	31.189524572378126 	27.64279224344402 	23.07976162579788 	9.543734260913316
20/12/23-06:05 	29.0 	0322+222 	MACGO12M/WESTFORD 	25.860935288718622 	15.411297431309746 	15.626850732923353 	10.5428666388469
20/12/23-06:06 	38.0 	0656+082 	GGAO12M/MACGO12M 	18.52127333922134 	17.900751904042572 	20.3671756868874 	11.81315676798519
20/12/23-06:06 	38.0 	0656+082 	GGAO12M/ONSA13NE 	26.21249872389964 	23.574290216088063 	27.51338354386093 	16.306716349763704
20/12/23-06:06 	38.0 	0656+082 	GGAO12M/RAEGYEB 	14.03567552233989 	18.009614803325906 	26.948859852401373 	15.136198192502796
20/12/23-06:06 	38.0 	0656+082 	GGAO12M/WESTFORD 	36.387682337823236 	30.572705480917907 	30.373389246491357 	17.85952806767564
20/12/23-06:06 	38.0 	0656+082 	GGAO12M/WETTZ13S 	24.71840013457651 	28.5972634977312 	31.024660686555684 	15.37563125371376
20/12/23-06:06 	38.0 	0656+082 	MACGO12M/ONSA13NE 	16.531829651203886 	10.700317392896624 	12.910454700008641 	5.83802273288908
20/12/23-06:06 	38.0 	0656+082 	MACGO12M/RAEGYEB 	9.133710385522772 	9.254101792860236 	12.396334206739066 	6.531779015640836
20/12/23-06:06 	38.0 	0656+082 	MACGO12M/WESTFORD 	19.12888815913831 	14.570520899090956 	16.310648494516105 	7.909833065233449
20/12/23-06:06 	38.0 	0656+082 	MACGO12M/WETTZ13S 	14.432872362289546 	14.216396926043567 	11.921673100722888 	6.997034627213366
20/12/23-06:06 	38.0 	0656+082 	ONSA13NE/RAEGYEB 	9.105723715696534 	12.329316393594752 	18.17239343822726 	9.121288157291442
20/12/23-06:06 	38.0 	0656+082 	ONSA13NE/WESTFORD 	27.728955470713796 	20.952414504967603 	22.26602761445402 	11.889897968769708
20/12/23-06:06 	38.0 	0656+082 	ONSA13NE/WETTZ13S 	24.065193677204547 	22.468548754491557 	23.48681742846641 	12.449217347625991
20/12/23-06:06 	38.0 	0656+082 	WESTFORD/RAEGYEB 	11.995611156902818 	15.755366553400531 	20.42075088626807 	10.401347656506788
20/12/23-06:06 	38.0 	0656+082 	WESTFORD/WETTZ13S 	29.089308477705153 	24.883717812964324 	21.5946833594622 	9.652711786746973
20/12/23-06:06 	38.0 	0656+082 	WETTZ13S/RAEGYEB 	19.231118941059314 	18.548853325042195 	25.04238969847219 	14.172255967495554
20/12/23-06:07 	46.0 	0019+058 	ISHIOKA/KOKEE12M 	10.271462349334655 	12.711281128585973 	14.93904961536443 	10.15331125558073
20/12/23-06:07 	46.0 	0019+058 	ISHIOKA/MACGO12M 	4.965018731116643 	4.194672890915876 	7.976147450150245 	4.982155683810579
20/12/23-06:07 	46.0 	0019+058 	KOKEE12M/MACGO12M 	19.730430107657515 	14.547706492387256 	15.189126092421912 	10.73013008960262
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/ISHIOKA 	8.913928507864636 	18.527127421466822 	21.514241218319572 	21.90869871340663
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/KOKEE12M 	33.741553340669 	39.629769641618914 	42.71230299768888 	33.959703355592325
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/MACGO12M 	23.838909116490193 	23.145344692469223 	30.969978835909853 	25.16139695567112
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/ONSA13NE 	34.63380822940494 	34.72933521847172 	57.43977014023775 	47.287646886609316
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/ONSA13SW 	32.624631233018725 	56.47665753890897 	64.57782001200161 	57.445805131673836
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/RAEGYEB 	22.09580889303307 	35.55212514855892 	58.639581291016185 	51.156796554792415
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/WESTFORD 	33.85204205678867 	38.16084279601736 	44.390780423090284 	37.06114196541035
20/12/23-06:08 	54.0 	0613+570 	GGAO12M/WETTZ13S 	50.3720061845487 	66.83005505884967 	79.02262495666754 	59.495001459753276
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/KOKEE12M 	13.813172124869999 	21.46073843233845 	24.966474340054692 	23.73221276300833
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/MACGO12M 	9.217826429757483 	10.093567586958894 	12.52397621094118 	10.544868813929122
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/ONSA13NE 	11.87821879347971 	7.6028270239342435 	21.390456036778733 	22.87445431272422
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/ONSA13SW 	11.293895408395253 	19.265737407821554 	23.648963145474347 	31.249977464809437
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/RAEGYEB 	8.08134308351393 	10.649194234750418 	18.608691899119822 	23.041711449045923
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/WESTFORD 	11.895276742557877 	17.74694491351034 	18.14573021858356 	16.96428588300994
20/12/23-06:08 	54.0 	0613+570 	ISHIOKA/WETTZ13S 	15.947239007727573 	21.89257348544714 	26.95760431367463 	27.472169150752723
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/MACGO12M 	25.36120722106515 	24.076786493394703 	24.29177458478106 	15.428880517044478
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/ONSA13NE 	30.178294229960255 	29.44448670637285 	42.42356976221941 	33.827032770207424
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/ONSA13SW 	32.27406584933682 	44.74120718696027 	48.183130165090645 	42.11053232499633
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/RAEGYEB 	21.21203574417941 	29.255638544051525 	38.90106400850618 	35.02163540360875
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/WESTFORD 	33.63413198683438 	29.57945668902709 	29.07237059350485 	22.536005380021713
20/12/23-06:08 	54.0 	0613+570 	KOKEE12M/WETTZ13S 	45.98994803520995 	51.087564950632974 	54.19051535954001 	43.81677714081955
20/12/23-06:08 	54.0 	0613+570 	MACGO12M/ONSA13NE 	25.022383959974768 	19.251709497056602 	27.123332227265625 	20.793534190094867
20/12/23-06:08 	54.0 	0613+570 	MACGO12M/ONSA13SW 	23.89218338932326 	27.032028588553853 	33.015645398591715 	26.245812777676875
20/12/23-06:08 	54.0 	0613+570 	MACGO12M/RAEGYEB 	14.67714357928108 	15.436257686981953 	25.998116137841993 	22.344874014519668
20/12/23-06:08 	54.0 	0613+570 	MACGO12M/WESTFORD 	24.431810488425143 	17.4446665306648 	21.92582028952118 	16.623461110400005
20/12/23-06:08 	54.0 	0613+570 	MACGO12M/WETTZ13S 	36.021203191124556 	31.771076062373506 	36.52201748284129 	29.530001500687163
20/12/23-06:08 	54.0 	0613+570 	ONSA13NE/RAEGYEB 	19.410001638971973 	32.49730970227619 	58.76974919964642 	53.664557418650936
20/12/23-06:08 	54.0 	0613+570 	ONSA13NE/WESTFORD 	37.21333894970272 	27.49186004020099 	42.60979220497423 	34.143892477831656
20/12/23-06:08 	54.0 	0613+570 	ONSA13NE/WETTZ13S 	55.69925496489425 	52.63046863772092 	80.57984232009458 	66.057890868031
20/12/23-06:08 	54.0 	0613+570 	ONSA13SW/RAEGYEB 	22.72754860130274 	45.21868227331847 	69.79397080469273 	69.06073219837089
20/12/23-06:08 	54.0 	0613+570 	ONSA13SW/WESTFORD 	35.84387115096814 	47.02466569519934 	53.20450931555333 	44.87553464802208
20/12/23-06:08 	54.0 	0613+570 	ONSA13SW/WETTZ13S 	54.25952487936814 	84.34439703446957 	93.80877892746003 	82.0942069441609
20/12/23-06:08 	54.0 	0613+570 	WESTFORD/RAEGYEB 	22.07800798428122 	27.342792824651013 	43.45570993262782 	35.61151590733821
20/12/23-06:08 	54.0 	0613+570 	WESTFORD/WETTZ13S 	52.691850572103746 	51.25769601737595 	57.480485399139596 	44.36202211697691
20/12/23-06:08 	54.0 	0613+570 	WETTZ13S/RAEGYEB 	37.784516692818 	51.73935992104327 	84.83456785293964 	71.04079265891939
20/12/23-06:10 	15.0 	0202+319 	GGAO12M/ISHIOKA 	14.610844474300743 	25.46337353615447 	30.166646740644627 	21.084900227140892
20/12/23-06:10 	15.0 	0202+319 	GGAO12M/KOKEE12M 	46.53290485907719 	58.7293562054725 	63.66255309179367 	42.92279241288988
20/12/23-06:10 	15.0 	0202+319 	GGAO12M/MACGO12M 	33.57887809869317 	36.53787929190722 	41.42903486616998 	33.51216009426141
20/12/23-06:10 	15.0 	0202+319 	GGAO12M/WESTFORD 	48.01844562595482 	55.66393347187484 	62.17763144369845 	47.59550436439636
20/12/23-06:10 	15.0 	0202+319 	ISHIOKA/KOKEE12M 	22.909628730900526 	34.28564460366858 	38.16211143028803 	32.87933081339638
20/12/23-06:10 	15.0 	0202+319 	ISHIOKA/MACGO12M 	12.653202126093106 	16.82869746537196 	15.748265648554183 	12.14509550676027
20/12/23-06:10 	15.0 	0202+319 	ISHIOKA/WESTFORD 	13.737591165251043 	18.452265748521963 	23.49499491150347 	16.483620710228784
20/12/23-06:10 	15.0 	0202+319 	KOKEE12M/MACGO12M 	42.08428509633922 	35.441186008514286 	37.751898032578644 	25.763171731811653
20/12/23-06:10 	15.0 	0202+319 	KOKEE12M/WESTFORD 	46.26689580422008 	44.83561207506917 	48.6156300610688 	29.630623925885445
20/12/23-06:10 	15.0 	0202+319 	MACGO12M/WESTFORD 	36.26423595756107 	29.067408323945056 	30.424447890470493 	22.513064065808656
20/12/23-06:11 	23.0 	2113+293 	ISHIOKA/KOKEE12M 	16.52800157217334 	26.700815685851325 	27.107471091566723 	23.27840321232475
20/12/23-06:11 	23.0 	2113+293 	ISHIOKA/ONSA13NE 	12.151080869313018 	7.695155761834556 	13.52871860358051 	12.41002446358989
20/12/23-06:11 	23.0 	2113+293 	ISHIOKA/ONSA13SW 	9.37537576579567 	18.87272936377978 	17.80475675874328 	19.19562244971791
20/12/23-06:11 	23.0 	2113+293 	KOKEE12M/ONSA13NE 	31.297204867020454 	24.369366727299475 	26.62420905039982 	22.925323665071918
20/12/23-06:11 	23.0 	2113+293 	KOKEE12M/ONSA13SW 	32.66485163412994 	35.25126561906729 	35.050118479746665 	30.887655494927007
20/12/23-06:12 	31.0 	1124-186 	GGAO12M/ONSA13NE 	27.92272418293436 	28.42176940080195 	38.938047010665294 	34.548178384477545
20/12/23-06:12 	31.0 	1124-186 	GGAO12M/ONSA13SW 	29.071640165963846 	44.91872162784681 	48.46090368767952 	38.145291656800985
20/12/23-06:12 	31.0 	1124-186 	GGAO12M/RAEGYEB 	20.612129015878843 	35.58859918773874 	50.537727706285004 	40.62660710931308
20/12/23-06:12 	31.0 	1124-186 	GGAO12M/WESTFORD 	30.347799097397793 	31.933637226316872 	34.83194563236097 	26.234116916929846
20/12/23-06:12 	31.0 	1124-186 	GGAO12M/WETTZ13S 	43.23831011026242 	53.791747470942376 	55.684810156298894 	38.90933068507369
20/12/23-06:12 	31.0 	1124-186 	ONSA13NE/RAEGYEB 	23.876203658750228 	36.34781580180121 	60.99886135968426 	57.120370580203385
20/12/23-06:12 	31.0 	1124-186 	ONSA13NE/WESTFORD 	34.67355936456409 	28.86235019591517 	35.979279431217954 	30.099646010524488
20/12/23-06:12 	31.0 	1124-186 	ONSA13NE/WETTZ13S 	55.800883849997845 	52.571977463619255 	68.44967474189167 	55.199578216342864
20/12/23-06:12 	31.0 	1124-186 	ONSA13SW/RAEGYEB 	27.372581666876517 	55.05656430806439 	73.59049829923939 	66.601104256641
20/12/23-06:12 	31.0 	1124-186 	ONSA13SW/WESTFORD 	35.16241603582121 	45.314124127700815 	48.666688462708706 	36.03468390468929
20/12/23-06:12 	31.0 	1124-186 	ONSA13SW/WETTZ13S 	56.80104867598052 	82.27360626189751 	85.09005802250421 	65.16730018358535
20/12/23-06:12 	31.0 	1124-186 	WESTFORD/RAEGYEB 	27.0775216252022 	35.509558454413906 	44.02638172373632 	34.581696769657384
20/12/23-06:12 	31.0 	1124-186 	WESTFORD/WETTZ13S 	52.7630544356973 	53.43816157266732 	53.508113093403864 	34.975498704124085
20/12/23-06:12 	31.0 	1124-186 	WETTZ13S/RAEGYEB 	42.54483500245524 	63.72469360139151 	87.58147000350807 	66.37728649482699
20/12/23-06:13 	56.0 	0736+017 	GGAO12M/MACGO12M 	33.17977339836854 	34.16054679373569 	40.74211554810944 	32.08621054087197
20/12/23-06:13 	56.0 	0736+017 	GGAO12M/ONSA13NE 	39.65844041654079 	38.90147756253277 	52.571584950426896 	42.43404454154994
20/12/23-06:13 	56.0 	0736+017 	GGAO12M/RAEGYEB 	28.900751221416897 	47.17285446593644 	57.3524487893502 	43.00817699373087
20/12/23-06:13 	56.0 	0736+017 	GGAO12M/WESTFORD 	53.95924820588817 	57.761779542220744 	62.31609703825658 	51.027471731901024
20/12/23-06:13 	56.0 	0736+017 	GGAO12M/WETTZ13S 	42.65626532928056 	52.497120089140324 	57.253798286385894 	34.928825169234315
20/12/23-06:13 	56.0 	0736+017 	MACGO12M/ONSA13NE 	26.977179418179485 	18.00794874691575 	19.934912704407576 	16.48819875358457
20/12/23-06:13 	56.0 	0736+017 	MACGO12M/RAEGYEB 	18.5465295951275 	18.59408899638076 	21.652513655810917 	23.03106486260885
20/12/23-06:13 	56.0 	0736+017 	MACGO12M/WESTFORD 	39.18781613912225 	25.80988052689243 	28.137632197048287 	21.078286949161956
20/12/23-06:13 	56.0 	0736+017 	MACGO12M/WETTZ13S 	29.292106709453478 	22.081400954979898 	20.673101673663833 	16.088042149579316
20/12/23-06:13 	56.0 	0736+017 	ONSA13NE/RAEGYEB 	29.923434891679612 	43.64812106984403 	59.76654493036555 	59.04777677289875
20/12/23-06:13 	56.0 	0736+017 	ONSA13NE/WESTFORD 	42.37807916077794 	33.553981459127414 	41.36360678262638 	34.997654509926576
20/12/23-06:13 	56.0 	0736+017 	ONSA13NE/WETTZ13S 	48.45060759103428 	43.79355008366697 	56.46575856861654 	45.70198730657304
20/12/23-06:13 	56.0 	0736+017 	WESTFORD/RAEGYEB 	27.943973957144408 	39.613656902631476 	43.83393222137784 	34.81194818928914
20/12/23-06:13 	56.0 	0736+017 	WESTFORD/WETTZ13S 	45.71921793624276 	43.30898905945999 	44.27648974061502 	25.996182810718587
20/12/23-06:13 	56.0 	0736+017 	WETTZ13S/RAEGYEB 	38.32655417720083 	59.121608614629395 	70.77993433999612 	58.209542701192035
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/ISHIOKA 	12.655700474518106 	18.769107143358813 	24.11194229330326 	39.79832747056945
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/MACGO12M 	29.737734935978875 	36.048351872646926 	44.119292892070476 	42.08974203180801
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/ONSA13NE 	32.72924050945267 	35.183970184274564 	50.53769441643223 	62.40535007711041
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/ONSA13SW 	31.330406182350902 	49.92129034057631 	55.49870284747767 	67.71314940265061
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/WESTFORD 	53.17368837131409 	54.03301633769211 	63.58220213485479 	55.721635977650266
20/12/23-06:15 	22.0 	0133+476 	GGAO12M/WETTZ13S 	30.26022026125953 	49.52922730829591 	58.759475469753234 	56.59414095896522
20/12/23-06:15 	22.0 	0133+476 	ISHIOKA/MACGO12M 	9.049720048315653 	10.017356224121238 	11.054011914543038 	20.927326886520465
20/12/23-06:15 	22.0 	0133+476 	ISHIOKA/ONSA13NE 	17.754555910386493 	15.937151545726747 	30.922508308856386 	47.44202376267711
20/12/23-06:15 	22.0 	0133+476 	ISHIOKA/ONSA13SW 	12.616697586680003 	31.492973482208143 	38.95828264384325 	57.19636732197666
20/12/23-06:15 	22.0 	0133+476 	ISHIOKA/WESTFORD 	15.650235985668855 	16.250411305044935 	19.87262343187071 	31.951266814779615
20/12/23-06:15 	22.0 	0133+476 	ISHIOKA/WETTZ13S 	12.651023687493346 	30.518213307418605 	37.9792486759088 	46.123022212775076
20/12/23-06:15 	22.0 	0133+476 	MACGO12M/ONSA13NE 	22.479201149930432 	16.817905350315023 	25.570711969488084 	33.157615587051325
20/12/23-06:15 	22.0 	0133+476 	MACGO12M/ONSA13SW 	23.63009029278729 	27.433261566808245 	29.833269814980316 	36.025336139128356
20/12/23-06:15 	22.0 	0133+476 	MACGO12M/WESTFORD 	35.04429661941987 	25.28221094065227 	32.240720665472836 	27.696373450099205
20/12/23-06:15 	22.0 	0133+476 	MACGO12M/WETTZ13S 	19.941981937812628 	23.03473151571116 	29.24898682548937 	30.82543060516221
20/12/23-06:15 	22.0 	0133+476 	ONSA13NE/WESTFORD 	37.29730394948181 	31.26550719885082 	40.35606840075592 	46.04058304155274
20/12/23-06:15 	22.0 	0133+476 	ONSA13NE/WETTZ13S 	58.369021492389855 	69.7800072286639 	91.37882262409488 	89.81313472955
20/12/23-06:15 	22.0 	0133+476 	ONSA13SW/WESTFORD 	36.509638154329274 	48.88875870694556 	48.417566909872974 	55.45931829452794
20/12/23-06:15 	22.0 	0133+476 	ONSA13SW/WETTZ13S 	52.09354097744392 	97.88153985403105 	106.33726095069757 	102.09823731591548
20/12/23-06:15 	22.0 	0133+476 	WESTFORD/WETTZ13S 	33.619281562442964 	43.937705783642095 	45.38147859087719 	42.99626008384123
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/ISHIOKA 	15.930444049826658 	36.78275552030773 	44.30735995340211 	39.27009594276668
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/KOKEE12M 	42.12626512927381 	66.9890900896552 	71.40811707372224 	50.15250904284645
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/MACGO12M 	54.02893169866513 	54.04131237620428 	61.760479521295686 	42.36714203231228
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/ONSA13NE 	82.98805857781274 	93.88733326052825 	125.74345065520518 	101.91433992430812
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/ONSA13SW 	77.4100000439893 	131.73435650391033 	141.08663200544063 	114.68612291546079
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/RAEGYEB 	45.44856067070059 	87.65971113111819 	107.86566092841822 	93.51741147959201
20/12/23-06:17 	7.0 	1803+784 	GGAO12M/WESTFORD 	89.48234763745232 	96.56091508000243 	107.85600220403772 	75.32707402715167
